Raw EEG,Attention,Meditation,Alpha,Delta,Theta,Low Beta,High Beta,Gamma
-1.105308533,,,,,,,,
3.127098083,,,,,,,,
-7.039388021,,,,,,,,
-2.492586772,,,,,,,,
1.002311707,,,,,,,,
-10.80354055,,,,,,,,
2.504984538,,,,,,,,
2.631823222,,,,,,,,
0.773429871,,,,,,,,
11.85703278,,,,,,,,
15.01051585,,,,,,,,
12.50298818,,,,,,,,
19.43810781,,,,,,,,
16.13489787,,,,,,,,
18.04288228,,,,,,,,
12.85552979,,,,,,,,
5.891164144,,,,,,,,
0.765482585,,,,,,,,
-2.680778503,,,,,,,,
-0.873883565,,,,,,,,
6.755193075,,,,,,,,
-1.966794332,,,,,,,,
-1.311620076,,,,,,,,
-5.089441935,,,,,,,,
-7.113456726,,,,,,,,
7.915496826,,,,,,,,
9.106000264,,,,,,,,
15.13735453,,,,,,,,
24.56506093,,,,,,,,
6.744066874,,,,,,,,
8.55477651,,,,,,,,
2.289772034,,,,,,,,
-3.234227498,,,,,,,,
4.681269328,,,,,,,,
-1.894632975,,,,,,,,
0.034650167,,,,,,,,
12.26743062,,,,,,,,
1.336415609,,,,,,,,
-2.158164978,,,,,,,,
11.85703278,,,,,,,,
1.232783,,,,,,,,
3.376324972,,,,,,,,
7.210413615,,,,,,,,
-8.111317952,,,,,,,,
1.627604167,,,,,,,,
-12.73187002,,,,,,,,
-17.81686147,,,,,,,,
-9.654680888,,,,,,,,
-14.52636719,,,,,,,,
-13.4601593,,,,,,,,
-35.4865392,,,,,,,,
-43.66811117,,,,,,,,
-48.89742533,,,,,,,,
-64.62891897,,,,,,,,
-52.24609375,,,,,,,,
-27.76432037,,,,,,,,
-11.92092896,,,,,,,,
3.018697103,,,,,,,,
7.269859314,,,,,,,,
2.192497253,,,,,,,,
5.389213562,,,,,,,,
-8.52839152,,,,,,,,
-18.18243663,,,,,,,,
-17.13148753,,,,,,,,
-26.24162038,,,,,,,,
-17.53775279,,,,,,,,
-19.5980072,,,,,,,,
-19.88283793,,,,,,,,
-18.54006449,,,,,,,,
-17.20587413,,,,,,,,
-17.06600189,,,,,,,,
-5.810419718,,,,,,,,
-8.246103923,,,,,,,,
-8.302370707,,,,,,,,
-2.328236898,,,,,,,,
-5.624453227,,,,,,,,
5.315144857,,,,,,,,
-8.083025614,,,,,,,,
-8.383750916,,,,,,,,
-21.01103465,,,,,,,,
-21.86203003,,,,,,,,
-20.18324534,,,,,,,,
-23.52714539,,,,,,,,
-13.96115621,,,,,,,,
-5.250930786,,,,,,,,
-11.29881541,,,,,,,,
-16.38062795,,,,,,,,
-15.45906067,,,,,,,,
-13.25702667,,,,,,,,
4.305521647,,,,,,,,
5.628903707,,,,,,,,
5.567868551,,,,,,,,
8.060137431,,,,,,,,
6.569544474,,,,,,,,
19.58719889,,,,,,,,
7.482846578,,,,,,,,
-3.889401754,,,,,,,,
5.170822144,,,,,,,,
5.616505941,,,,,,,,
5.033810933,,,,,,,,
21.49518331,,,,,,,,
29.77307638,,,,,,,,
24.90075429,,,,,,,,
26.50769552,,,,,,,,
25.08799235,,,,,,,,
35.46269735,,,,,,,,
26.40501658,,,,,,,,
15.49752553,,,,,,,,
24.39212799,,,,,,,,
24.02337392,,,,,,,,
32.6051712,,,,,,,,
12.1644338,,,,,,,,
-2.124786377,,,,,,,,
14.42464193,,,,,,,,
8.235613505,,,,,,,,
4.306793213,,,,,,,,
17.8864797,,,,,,,,
4.040718079,,,,,,,,
9.083112081,,,,,,,,
14.4033432,,,,,,,,
14.20561473,,,,,,,,
31.00363413,,,,,,,,
23.88636271,,,,,,,,
16.46677653,,,,,,,,
39.09492493,,,,,,,,
27.87685394,,,,,,,,
17.48371124,,,,,,,,
25.88303884,,,,,,,,
11.99658712,,,,,,,,
5.883216858,,,,,,,,
-13.62069448,,,,,,,,
-23.32115173,,,,,,,,
-14.67672984,,,,,,,,
-19.16599274,,,,,,,,
-14.70184326,,,,,,,,
-8.764584859,,,,,,,,
-7.401148478,,,,,,,,
-3.000259399,,,,,,,,
6.283442179,,,,,,,,
7.46568044,,,,,,,,
17.04692841,,,,,,,,
15.02068837,,,,,,,,
15.51310221,,,,,,,,
14.08004761,,,,,,,,
6.481170654,,,,,,,,
3.841718038,,,,,,,,
-11.80934906,,,,,,,,
-17.08920797,,,,,,,,
-6.43603007,,,,,,,,
-9.621620178,,,,,,,,
-14.62809245,,,,,,,,
-7.384936015,,,,,,,,
-6.460189819,,,,,,,,
0.42851766,,,,,,,,
2.547899882,,,,,,,,
-6.827354431,,,,,,,,
6.951332092,,,,,,,,
22.35730489,,,,,,,,
23.92292023,,,,,,,,
-9.296099345,,,,,,,,
-30.84627787,,,,,,,,
-35.52405039,,,,,,,,
-32.54477183,,,,,,,,
-23.48868052,,,,,,,,
5.700747172,,,,,,,,
8.657137553,,,,,,,,
12.54081726,,,,,,,,
21.43478394,,,,,,,,
11.87515259,,,,,,,,
22.65612284,,,,,,,,
23.63332113,,,,,,,,
21.94722493,,,,,,,,
21.06285095,,,,,,,,
8.764584859,,,,,,,,
-4.252433777,,,,,,,,
-7.725715637,,,,,,,,
-14.61982727,,,,,,,,
-9.981473287,,,,,,,,
-12.48868306,,,,,,,,
-18.01840464,,,,,,,,
-5.893707275,,,,,,,,
-17.9678599,,,,,,,,
-5.626678467,,,,,,,,
0.896135966,,,,,,,,
1.147588094,,,,,,,,
8.672714233,,,,,,,,
16.20928446,,,,,,,,
2.315839132,,,,,,,,
9.432156881,,,,,,,,
7.721583049,,,,,,,,
-9.845733643,,,,,,,,
-19.17394002,,,,,,,,
-21.13882701,,,,,,,,
-17.67063141,,,,,,,,
-17.55364736,,,,,,,,
-14.66178894,,,,,,,,
-6.271362305,,,,,,,,
-29.3153127,,,,,,,,
-31.95730845,,,,,,,,
-19.39233144,,,,,,,,
-20.06340027,,,,,,,,
-15.78776042,,,,,,,,
-7.58488973,,,,,,,,
-7.501284281,,,,,,,,
-0.052769979,,,,,,,,
5.231539408,,,,,,,,
9.864171346,,,,,,,,
25.1938502,,,,,,,,
17.99170176,,,,,,,,
23.02106222,,,,,,,,
18.45614115,,,,,,,,
4.011472066,,,,,,,,
6.77617391,,,,,,,,
9.503682454,,,,,,,,
3.300031026,,,,,,,,
10.17347972,,,,,,,,
5.10152181,,,,,,,,
7.502237956,,,,,,,,
2.407391866,,,,,,,,
1.594861348,,,,,,,,
6.357192993,,,,,,,,
0.890096029,,,,,,,,
6.660779317,,,,,,,,
13.89535268,,,,,,,,
9.813626607,,,,,,,,
15.01528422,,,,,,,,
15.53630829,,,,,,,,
5.320866903,,,,,,,,
9.496370951,,,,,,,,
-7.583300273,,,,,,,,
-12.08114624,,,,,,,,
-7.965405782,,,,,,,,
-11.71525319,,,,,,,,
-5.383809408,,,,,,,,
-3.376642863,,,,,,,,
-7.18720754,,,,,,,,
2.145131429,,,,,,,,
1.010258993,,,,,,,,
-4.329363505,,,,,,,,
-0.287691752,,,,,,,,
-3.397941589,,,,,,,,
5.149523417,,,,,,,,
4.034996033,,,,,,,,
-9.118398031,,,,,,,,
-7.933298747,,,,,,,,
-15.9517924,,,,,,,,
-18.94569397,,,,,,,,
-10.28251648,,,,,,,,
-10.42524974,,,,,,,,
-7.843017578,,,,,,,,
-2.731323242,,,,,,,,
-2.254803975,,,,,,,,
6.148338318,,,,,,,,
16.97222392,,,,,,,,
10.63219706,,,,,,,,
19.02008057,,,,,,,,
3.036181132,,,,,,,,
18.10328166,,,,,,,,
9.480476379,,,,,,,,
-13.2595698,,,,,,,,
-7.817268372,,,,,,,,
-4.459063212,,,,,,,,
-3.456115723,,,,,,,,
-7.802963257,,,,,,,,
-5.184491475,,,,,,,,
9.224573771,,,,,,,,
16.79579417,,,,,,,,
17.44683584,,,,,,,,
16.68071747,,,,,,,,
20.78310649,,,,,,,,
14.66910044,,,,,,,,
7.63130188,,,,,,,,
-25.63476563,,,,,,,,
-32.93228149,,,,,,,,
-19.39105988,,,,,,,,
-22.87260691,,,,,,,,
-8.273124695,,,,,,,,
1.816749573,,,,,,,,
-5.300521851,,,,,,,,
5.564371745,,,,,,,,
-0.598271688,,,,,,,,
2.058982849,,,,,,,,
6.022453308,,,,,,,,
5.602518717,,,,,,,,
6.428400675,,,,,,,,
-0.012397766,,,,,,,,
0.379880269,,,,,,,,
7.345835368,,,,,,,,
3.280003866,,,,,,,,
-0.973701477,,,,,,,,
-8.013725281,,,,,,,,
-15.69620768,,,,,,,,
-13.79934947,,,,,,,,
-12.06366221,,,,,,,,
-14.81374105,,,,,,,,
-1.923878988,,,,,,,,
1.777648926,,,,,,,,
9.698867798,,,,,,,,
5.686124166,,,,,,,,
0.755945841,,,,,,,,
16.86414083,,,,,,,,
13.73227437,,,,,,,,
-14.17541504,,,,,,,,
-5.159378052,,,,,,,,
-2.708117167,,,,,,,,
-0.615755717,,,,,,,,
4.027366638,,,,,,,,
-7.05687205,,,,,,,,
3.488540649,,,,,,,,
-2.860705058,,,,,,,,
-10.19541423,,,,,,,,
6.600379944,,,,,,,,
2.64898936,,,,,,,,
11.69236501,,,,,,,,
16.48871104,,,,,,,,
6.98407491,,,,,,,,
2.321561178,,,,,,,,
-2.595583598,,,,,,,,
-0.473976135,,,,,,,,
15.91587067,,,,,,,,
27.58661906,,,,,,,,
13.2300059,,,,,,,,
27.12376912,,,,,,,,
9.754816691,,,,,,,,
21.99872335,,,,,,,,
31.7548116,,,,,,,,
21.32193247,,,,,,,,
17.91858673,,,,,,,,
17.54983266,,,,,,,,
20.00363668,,,,,,,,
23.94707998,,,,,,,,
4.272778829,,,,,,,,
6.682078044,,,,,,,,
5.650202433,,,,,,,,
-6.777763367,,,,,,,,
31.43723806,,,,,,,,
22.05435435,,,,,,,,
4.079818726,,,,,,,,
19.0261205,,,,,,,,
14.83535767,,,,,,,,
24.98340607,,,,,,,,
30.13579051,,,,,,,,
26.64248149,,,,,,,,
18.41672262,,,,,,,,
8.292516073,,,,,,,,
1.20417277,,,,,,,,
7.902145386,,,,,,,,
-2.466201782,,,,,,,,
6.536483765,,,,,,,,
7.774035136,,,,,,,,
-3.067652384,,,,,,,,
2.640406291,,,,,,,,
-7.124582926,,,,,,,,
-1.623789469,,,,,,,,
15.53853353,,,,,,,,
5.498250326,,,,,,,,
-0.944773356,,,,,,,,
2.073923747,,,,,,,,
-8.069674174,,,,,,,,
1.438458761,,,,,,,,
2.002716064,,,,,,,,
4.273732503,,,,,,,,
13.40993245,,,,,,,,
-7.683436076,,,,,,,,
-5.825678507,,,,,,,,
2.760569255,,,,,,,,
-12.93977102,,,,,,,,
4.907290141,,,,,,,,
13.64358266,,,,,,,,
3.315607707,,,,,,,,
12.91974386,,,,,,,,
-0.569343567,,,,,,,,
9.335517883,,,,,,,,
11.68314616,,,,,,,,
-5.847613017,,,,,,,,
2.522468567,,,,,,,,
5.229949951,,,,,,,,
1.265207926,,,,,,,,
4.671732585,,,,,,,,
-2.214749654,,,,,,,,
10.34005483,,,,,,,,
-20.08183797,,,,,,,,
-41.16630554,,,,,,,,
-24.31488037,,,,,,,,
-13.70271047,,,,,,,,
-12.05539703,,,,,,,,
4.052797953,,,,,,,,
3.056844076,,,,,,,,
-1.56211853,,,,,,,,
-13.4677887,,,,,,,,
-14.7116979,,,,,,,,
-3.624598185,,,,,,,,
-20.55358887,,,,,,,,
-13.91061147,,,,,,,,
-12.29890188,,,,,,,,
-6.653785706,,,,,,,,
0.656445821,,,,,,,,
-4.80333964,,,,,,,,
16.8132782,,,,,,,,
7.260958354,,,,,,,,
-1.448631287,,,,,,,,
-14.36742147,,,,,,,,
0.816027323,,,,,,,,
-14.89607493,,,,,,,,
-7.069905599,,,,,,,,
4.860877991,,,,,,,,
-7.684071859,,,,,,,,
-16.45851135,,,,,,,,
-8.684794108,,,,,,,,
-5.153020223,,,,,,,,
1.332600911,,,,,,,,
-14.12200928,,,,,,,,
-7.875124613,,,,,,,,
4.396438599,,,,,,,,
-3.503163656,,,,,,,,
6.144841512,,,,,,,,
1.859664917,,,,,,,,
9.006818136,,,,,,,,
12.87301381,,,,,,,,
-9.307225545,,,,,,,,
-10.08955638,,,,,,,,
1.035054525,,,,,,,,
-12.49599457,,,,,,,,
-16.84506734,,,,,,,,
-7.185618083,,,,,,,,
-9.656906128,,,,,,,,
-9.279886882,,,,,,,,
-13.0666097,,,,,,,,
4.205067952,,,,,,,,
11.61734263,,,,,,,,
14.53113556,,,,,,,,
10.09400686,,,,,,,,
8.717219035,,,,,,,,
1.225471497,,,,,,,,
2.049128215,,,,,,,,
3.255844116,,,,,,,,
0.697135925,,,,,,,,
-6.292025248,,,,,,,,
-34.71565247,,,,,,,,
-13.1743749,,,,,,,,
-28.73007456,,,,,,,,
-22.81284332,,,,,,,,
-1.344045003,,,,,,,,
3.022829692,,,,,,,,
5.588849386,,,,,,,,
20.53292592,,,,,,,,
16.06941223,,,,,,,,
15.57636261,,,,,,,,
9.410222371,,,,,,,,
3.089269002,,,,,,,,
1.433054606,,,,,,,,
-14.71646627,,,,,,,,
-20.14128367,,,,,,,,
-9.354273478,,,,,,,,
-14.73299662,,,,,,,,
-19.26994324,,,,,,,,
-16.25951131,,,,,,,,
-14.37218984,,,,,,,,
4.73912557,,,,,,,,
3.626505534,,,,,,,,
8.597373962,,,,,,,,
9.32820638,,,,,,,,
13.03195953,,,,,,,,
27.6966095,,,,,,,,
29.58583832,,,,,,,,
18.20373535,,,,,,,,
17.97072093,,,,,,,,
-5.441983541,,,,,,,,
-21.27806346,,,,,,,,
-21.23991648,,,,,,,,
-28.46463521,,,,,,,,
-26.18694305,,,,,,,,
-23.24040731,,,,,,,,
-25.66846212,,,,,,,,
-2.080281576,,,,,,,,
9.572664897,,,,,,,,
17.07776388,,,,,,,,
27.83425649,,,,,,,,
27.50301361,,,,,,,,
25.5355835,,,,,,,,
32.92051951,,,,,,,,
21.95262909,,,,,,,,
31.91216787,,,,,,,,
21.52061462,,,,,,,,
16.36314392,,,,,,,,
10.94849904,,,,,,,,
-10.26185354,,,,,,,,
-4.235903422,,,,,,,,
-8.036613464,,,,,,,,
-2.180417379,,,,,,,,
8.772850037,,,,,,,,
1.266479492,,,,,,,,
-7.998466492,,,,,,,,
-6.021181742,,,,,,,,
-18.60205332,,,,,,,,
-10.7383728,,,,,,,,
2.718289693,,,,,,,,
-0.29818217,,,,,,,,
10.54573059,,,,,,,,
18.77689362,,,,,,,,
22.53246307,,,,,,,,
18.96127065,,,,,,,,
12.29604085,,,,,,,,
14.71646627,,,,,,,,
13.81778717,,,,,,,,
4.20443217,,,,,,,,
12.72392273,,,,,,,,
11.54899597,,,,,,,,
-3.137906392,,,,,,,,
-4.08967336,,,,,,,,
-9.619394938,,,,,,,,
-15.87581635,,,,,,,,
-19.4683075,,,,,,,,
-27.60664622,,,,,,,,
-16.18798574,,,,,,,,
-7.430076599,,,,,,,,
-13.10793559,,,,,,,,
6.048838298,,,,,,,,
-2.097447713,,,,,,,,
-1.376787821,,,,,,,,
-3.842035929,,,,,,,,
-9.759585063,,,,,,,,
-7.416725159,,,,,,,,
-14.51714834,,,,,,,,
-27.91595459,,,,,,,,
-16.58535004,,,,,,,,
-20.8568573,,,,,,,,
-22.20217387,,,,,,,,
-11.30008698,,,,,,,,
-26.05279287,,,,,,,,
-12.71661123,,,,,,,,
-23.43177795,,,,,,,,
-21.37088776,,,,,,,,
-4.71719106,,,,,,,,
1.060803731,,,,,,,,
5.825360616,,,,,,,,
7.768948873,,,,,,,,
4.802068075,,,,,,,,
7.29338328,,,,,,,,
7.588704427,,,,,,,,
8.906364441,,,,,,,,
-5.534807841,,,,,,,,
-10.24023692,,,,,,,,
-10.89636485,,,,,,,,
-12.47310638,,,,,,,,
-6.194114685,,,,,,,,
12.4874115,,,,,,,,
6.61722819,,,,,,,,
6.266276042,,,,,,,,
15.77536265,,,,,,,,
15.58939616,,,,,,,,
10.37756602,,,,,,,,
13.15975189,,,,,,,,
-0.627199809,,,,,,,,
7.848103841,,,,,,,,
1.589139303,,,,,,,,
-10.43860118,,,,,,,,
-8.893648783,,,,,,,,
-14.87000783,,,,,,,,
-18.99496714,,,,,,,,
-10.61280568,,,,,,,,
-13.83082072,,,,,,,,
-3.820737203,,,,,,,,
3.559112549,,,,,,,,
11.48382823,,,,,,,,
22.19867706,,,,,,,,
18.65323385,,,,,,,,
26.75437927,,,,,,,,
22.38686879,,,,,,,,
6.716410319,,,,,,,,
4.825909932,,,,,,,,
-5.912144979,,,,,,,,
-14.96601105,,,,,,,,
-21.97138468,,,,,,,,
-13.41692607,,,,,,,,
-11.41262054,,,,,,,,
-6.213506063,,,,,,,,
-11.03878021,,,,,,,,
-4.656791687,,,,,,,,
3.725369771,,,,,,,,
-2.069791158,,,,,,,,
15.61514537,,,,,,,,
14.79276021,,,,,,,,
25.53272247,,,,,,,,
25.03363291,,,,,,,,
12.82119751,,,,,,,,
12.7248764,,,,,,,,
2.416610718,,,,,,,,
-10.7199351,,,,,,,,
-9.28846995,,,,,,,,
-3.228187561,,,,,,,,
-0.002543132,,,,,,,,
0.462849935,,,,,,,,
-5.460103353,,,,,,,,
2.97387441,,,,,,,,
2.952575684,,,,,,,,
-6.323496501,,,,,,,,
6.469408671,,,,,,,,
2.630551656,,,,,,,,
2.610206604,,,,,,,,
2.413113912,,,,,,,,
-15.07377625,,,,,,,,
-28.01481883,,,,,,,,
-32.91670481,,,,,,,,
-32.1375529,,,,,,,,
-8.169174194,,,,,,,,
-13.16102346,,,,,,,,
0.284830729,,,,,,,,
4.762013753,,,,,,,,
7.571220398,,,,,,,,
5.525588989,,,,,,,,
-0.565846761,,,,,,,,
-2.895673116,,,,,,,,
2.642949422,,,,,,,,
-19.05314128,,,,,,,,
-14.33404287,,,,,,,,
-11.78391774,,,,,,,,
-22.47301737,,,,,,,,
-3.785769145,,,,,,,,
-2.87437439,,,,,,,,
-10.66462199,,,,,,,,
-9.960174561,,,,,,,,
-4.844983419,,,,,,,,
-11.44440969,,,,,,,,
-12.55607605,,,,,,,,
-13.89280955,,,,,,,,
-13.68904114,,,,,,,,
-7.16082255,,,,,,,,
-9.622255961,,,,,,,,
-18.6958313,,,,,,,,
-20.5262502,,,,,,,,
-23.32210541,,,,,,,,
-18.40750376,,,,,,,,
-18.68152618,,,,,,,,
-19.21145121,,,,,,,,
-12.68227895,,,,,,,,
-23.73123169,,,,,,,,
-16.18862152,,,,,,,,
-15.15038808,,,,,,,,
-14.09339905,,,,,,,,
-11.60653432,,,,,,,,
-13.21983337,,,,,,,,
-11.29086812,,,,,,,,
-8.589744568,,,,,,,,
-25.89257558,,,,,,,,
-12.51729329,,,,,,,,
-17.88806915,,,,,,,,
-19.99378204,,,,,,,,
-2.139409383,,,,,,,,
-5.203882853,,,,,,,,
-4.389444987,,,,,,,,
0.278155009,,,,,,,,
-4.767417908,,,,,,,,
3.535906474,,,,,,,,
15.67999522,,,,,,,,
6.855964661,,,,,,,,
20.06816864,,,,,,,,
4.922866821,,,,,,,,
18.1166331,,,,,,,,
19.23084259,,,,,,,,
10.10481517,,,,,,,,
18.80550385,,,,,,,,
12.62823741,,,,,,,,
10.80226898,,,,,,,,
25.29970805,,,,,,,,
14.87541199,,,,,,,,
28.67094676,,,,,,,,
15.54552714,,,,,,,,
11.01398468,,,,,,,,
10.72216034,,,,,,,,
22.09599813,,,,,,,,
17.03135173,,,,,,,,
10.66493988,,,,,,,,
14.39126333,,,,,,,,
26.52804057,,,,,,,,
19.06681061,,,,,,,,
14.57150777,,,,,,,,
14.30575053,,,,,,,,
18.90913645,,,,,,,,
1.110394796,,,,,,,,
9.89373525,,,,,,,,
5.897204081,,,,,,,,
10.0514094,,,,,,,,
26.68571472,,,,,,,,
16.04620616,,,,,,,,
25.32704671,,,,,,,,
22.84558614,,,,,,,,
16.05987549,,,,,,,,
26.11192067,,,,,,,,
17.14293162,,,,,,,,
19.74137624,,,,,,,,
18.43357086,,,,,,,,
24.86864726,,,,,,,,
24.60066477,,,,,,,,
23.44512939,,,,,,,,
18.36967468,,,,,,,,
37.50769297,,,,,,,,
30.97057343,,,,,,,,
41.20159149,,,,,,,,
35.58031718,,,,,,,,
29.63002523,,,,,,,,
29.25841014,,,,,,,,
19.21717326,,,,,,,,
4.241625468,,,,,,,,
9.151140849,,,,,,,,
-6.166140238,,,,,,,,
-8.169809977,,,,,,,,
-4.928270976,,,,,,,,
-13.40389252,,,,,,,,
-13.96497091,,,,,,,,
-18.97557576,,,,,,,,
-32.00117747,,,,,,,,
-11.66820526,,,,,,,,
-3.661473592,,,,,,,,
5.31800588,,,,,,,,
19.41680908,,,,,,,,
5.376815796,,,,,,,,
1.832008362,,,,,,,,
2.237637838,,,,,,,,
-14.67895508,,,,,,,,
-14.52922821,,,,,,,,
-26.43648783,,,,,,,,
-20.25413513,,,,,,,,
-17.46241252,,,,,,,,
-21.14168803,,,,,,,,
-16.08784993,,,,,,,,
-4.350662231,,,,,,,,
-11.94922129,,,,,,,,
-8.467038472,,,,,,,,
-14.4554774,,,,,,,,
-14.67005412,,,,,,,,
-4.389444987,,,,,,,,
-10.63791911,,,,,,,,
-13.03672791,,,,,,,,
-21.08001709,,,,,,,,
-37.66314189,,,,,,,,
-29.15255229,,,,,,,,
-33.22410583,,,,,,,,
-31.32343292,,,,,,,,
-30.51153819,,,,,,,,
-32.4640274,,,,,,,,
-25.24407705,,,,,,,,
-17.121315,,,,,,,,
-8.379618327,,,,,,,,
-3.145535787,,,,,,,,
-18.64782969,,,,,,,,
-16.43753052,,,,,,,,
-17.938296,,,,,,,,
-26.83035533,,,,,,,,
-27.28716532,,,,,,,,
-16.43149058,,,,,,,,
-13.72210185,,,,,,,,
-4.208564758,,,,,,,,
1.7897288,,,,,,,,
-2.641677856,,,,,,,,
4.497845968,,,,,,,,
1.488367716,,,,,,,,
12.58850098,,,,,,,,
16.53893789,,,,,,,,
11.92188263,,,,,,,,
8.116086324,,,,,,,,
-2.065340678,,,,,,,,
-2.608935038,,,,,,,,
-8.474985758,,,,,,,,
-19.01849111,,,,,,,,
-11.49368286,,,,,,,,
-7.540384928,,,,,,,,
-15.6583786,,,,,,,,
0.853538513,,,,,,,,
2.742131551,,,,,,,,
6.076812744,,,,,,,,
12.25439707,,,,,,,,
8.56812795,,,,,,,,
23.91719818,,,,,,,,
12.73790995,,,,,,,,
-2.772649129,,,,,,,,
2.784729004,,,,,,,,
-4.796346029,,,,,,,,
-9.901046753,,,,,,,,
0.219662984,,,,,,,,
1.548131307,,,,,,,,
8.096694946,,,,,,,,
10.2593104,,,,,,,,
13.44108582,,,,,,,,
15.25465647,,,,,,,,
11.72796885,,,,,,,,
4.672368368,,,,,,,,
9.468078613,,,,,,,,
7.076899211,,,,,,,,
5.029678345,,,,,,,,
6.19951884,,,,,,,,
-9.071985881,,,,,,,,
-17.95864105,,,,,,,,
-6.671269735,,,,,,,,
-8.68956248,,,,,,,,
3.608703613,,,,,,,,
5.427360535,,,,,,,,
11.663119,,,,,,,,
14.02568817,,,,,,,,
14.52318827,,,,,,,,
27.25569407,,,,,,,,
17.71672567,,,,,,,,
7.756868998,,,,,,,,
22.1306483,,,,,,,,
9.021759033,,,,,,,,
15.13926188,,,,,,,,
14.55911001,,,,,,,,
-2.678553263,,,,,,,,
6.735165914,,,,,,,,
7.896741231,,,,,,,,
9.982744853,,,,,,,,
14.36042786,,,,,,,,
5.058288574,,,,,,,,
12.4835968,,,,,,,,
21.92592621,,,,,,,,
19.27725474,,,,,,,,
26.09920502,,,,,,,,
17.97453562,,,,,,,,
2.074241638,,,,,,,,
-1.236279806,,,,,,,,
-12.22451528,,,,,,,,
12.0417277,,,,,,,,
12.55734762,,,,,,,,
8.04233551,,,,,,,,
19.03088888,,,,,,,,
13.31011454,,,,,,,,
-2.784093221,,,,,,,,
11.31216685,,,,,,,,
12.63014476,,,,,,,,
19.41839854,,,,,,,,
21.72756195,,,,,,,,
-1.812934875,,,,,,,,
0.39768219,,,,,,,,
-7.618904114,,,,,,,,
-13.51610819,,,,,,,,
-19.96803284,,,,,,,,
-36.22817993,,,,,,,,
-37.54075368,,,,,,,,
-37.12399801,,,,,,,,
-44.53150431,,,,,,,,
-35.41119893,,,,,,,,
-44.66470083,,,,,,,,
-49.28429921,,,,,,,,
-34.97409821,,,,,,,,
-36.03935242,,,,,,,,
-32.0075353,,,,,,,,
-26.00256602,,,,,,,,
-30.04519145,,,,,,,,
-16.52654012,,,,,,,,
-19.44128672,,,,,,,,
-42.22011566,,,,,,,,
-32.72755941,,,,,,,,
-30.20858765,,,,,,,,
-31.57615662,,,,,,,,
-25.8808136,,,,,,,,
-25.17636617,,,,,,,,
-21.51012421,,,,,,,,
-14.01138306,,,,,,,,
-10.67733765,,,,,,,,
-1.938501994,,,,,,,,
-2.509117126,,,,,,,,
-1.442273458,,,,,,,,
-4.069964091,,,,,,,,
-9.535471598,,,,,,,,
-9.970029195,,,,,,,,
-12.2051239,,,,,,,,
-15.60242971,,,,,,,,
8.588473002,,,,,,,,
12.92991638,,,,,,,,
12.50330607,,,,,,,,
22.28228251,,,,,,,,
16.9989268,,,,,,,,
29.26890055,,,,,,,,
25.51841736,,,,,,,,
17.6080068,,,,,,,,
20.27448018,,,,,,,,
21.09209696,,,,,,,,
14.35407003,,,,,,,,
13.71002197,,,,,,,,
13.99040222,,,,,,,,
16.3192749,,,,,,,,
22.18691508,,,,,,,,
12.22578684,,,,,,,,
27.1135966,,,,,,,,
21.38646444,,,,,,,,
14.68817393,,,,,,,,
17.42172241,,,,,,,,
27.91086833,,,,,,,,
30.65013885,,,,,,,,
25.45515696,,,,,,,,
14.32736715,,,,,,,,
23.48899841,,,,,,,,
15.32363892,,,,,,,,
18.85954539,,,,,,,,
16.95410411,,,,,,,,
12.35135396,,,,,,,,
14.93962606,,,,,,,,
8.504549662,,,,,,,,
9.019851685,,,,,,,,
14.8935318,,,,,,,,
10.12738546,,,,,,,,
25.0453949,,,,,,,,
27.27413177,,,,,,,,
11.53119405,,,,,,,,
19.76648966,,,,,,,,
21.61248525,,,,,,,,
3.771781921,,,,,,,,
10.30286153,,,,,,,,
-2.945264181,,,,,,,,
-10.36675771,,,,,,,,
-9.592056274,,,,,,,,
-7.588704427,,,,,,,,
2.576510111,,,,,,,,
2.009073893,,,,,,,,
4.751205444,,,,,,,,
5.867640177,,,,,,,,
7.84556071,,,,,,,,
14.09975688,,,,,,,,
27.00614929,,,,,,,,
4.923820496,,,,,,,,
-6.522496541,,,,,,,,
5.15906016,,,,,,,,
-6.917317708,,,,,,,,
-13.77550761,,,,,,,,
-7.306098938,,,,,,,,
-15.46128591,,,,,,,,
-10.37502289,,,,,,,,
-14.86873627,,,,,,,,
-14.01233673,,,,,,,,
-16.60219828,,,,,,,,
-13.83018494,,,,,,,,
-0.058174133,,,,,,,,
4.950205485,,,,,,,,
8.2654953,,,,,,,,
17.69097646,,,,,,,,
3.976186117,,,,,,,,
7.002194722,,,,,,,,
-2.356847127,,,,,,,,
-12.10753123,,,,,,,,
-0.409444173,,,,,,,,
4.092216492,,,,,,,,
3.690719604,,,,,,,,
-8.728981018,,,,,,,,
-18.78833771,,,,,,,,
-8.015632629,,,,,,,,
7.558822632,,,,,,,,
8.914629618,,,,,,,,
18.1722641,,,,,,,,
21.40935262,,,,,,,,
16.26491547,,,,,,,,
22.53055573,,,,,,,,
14.76033529,,,,,,,,
6.357828776,,,,,,,,
-13.74848684,,,,,,,,
-9.002367655,,,,,,,,
-3.687858582,,,,,,,,
-12.60026296,,,,,,,,
-26.07282003,,,,,,,,
-10.29841105,,,,,,,,
-14.51778412,,,,,,,,
-11.14877065,,,,,,,,
-2.317110697,,,,,,,,
-8.91939799,,,,,,,,
-2.628326416,,,,,,,,
